    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
       -1.94924427,     -0.8102751141,       1.251526907,       3.520106211,       1.655593939,       2.809675614
      -1.931029336,     -0.7502410957,       1.226191241,       3.541882979,       1.633986041,       2.806885467
      -1.949280766,     -0.8103805786,       1.251503286,        3.52006969,        1.65557762,       2.809671559
      -1.931056809,     -0.7503107694,       1.226159406,       3.541855612,       1.633960836,       2.806880509
      -1.949317253,     -0.8104860314,       1.251479672,       3.520033178,       1.655561306,       2.809667505
      -1.931084276,     -0.7503804319,       1.226127579,       3.541828253,       1.633935636,       2.806875552
      -1.949353731,     -0.8105914725,       1.251456065,       3.519996674,       1.655544996,       2.809663452
      -1.931111735,     -0.7504500833,       1.226095759,         3.5418009,       1.633910442,       2.806870597
      -1.949390202,     -0.8106969018,       1.251432465,       3.519960178,       1.655528691,       2.809659399
      -1.931139187,     -0.7505197234,       1.226063947,       3.541773554,       1.633885254,       2.806865642
      -1.949426664,     -0.8108023194,       1.251408871,       3.519923691,       1.655512391,       2.809655347
      -1.931166632,     -0.7505893524,       1.226032142,       3.541746216,       1.633860072,       2.806860689
      -1.949463118,     -0.8109077252,       1.251385284,       3.519887212,       1.655496095,       2.809651296
       -1.93119407,     -0.7506589703,       1.226000345,       3.541718884,       1.633834896,       2.806855736
      -1.949499563,     -0.8110131193,       1.251361704,       3.519850741,       1.655479804,       2.809647245
      -1.931221501,      -0.750728577,       1.225968556,        3.54169156,       1.633809726,       2.806850785
         -1.949536,     -0.8111185017,        1.25133813,       3.519814278,       1.655463517,       2.809643195
      -1.931248925,     -0.7507981725,       1.225936775,       3.541664243,       1.633784561,       2.806845835
      -1.949572429,     -0.8112238723,       1.251314562,       3.519777824,       1.655447235,       2.809639146
      -1.931276342,      -0.750867757,       1.225905001,       3.541636932,       1.633759403,       2.806840887
       -1.94960885,     -0.8113292312,       1.251291002,       3.519741378,       1.655430957,       2.809635098
      -1.931303752,     -0.7509373304,       1.225873235,       3.541609629,       1.633734251,       2.806835939
      -1.949645262,     -0.8114345784,       1.251267448,       3.519704941,       1.655414684,       2.809631051
      -1.931331155,     -0.7510068926,       1.225841477,       3.541582332,       1.633709104,       2.806830993
      -1.949681666,     -0.8115399139,       1.251243901,       3.519668511,       1.655398415,       2.809627005
      -1.931358551,     -0.7510764438,       1.225809727,       3.541555043,       1.633683964,       2.806826048
      -1.949718061,     -0.8116452376,        1.25122036,        3.51963209,       1.655382151,       2.809622959
       -1.93138594,      -0.751145984,       1.225777984,       3.541527761,       1.633658829,       2.806821104
      -1.949754449,     -0.8117505497,       1.251196826,       3.519595678,       1.655365891,       2.809618915
      -1.931413322,      -0.751215513,       1.225746249,       3.541500485,       1.633633701,       2.806816162
      -1.949790828,       -0.81185585,       1.251173298,       3.519559273,       1.655349636,       2.809614871
      -1.931440697,     -0.7512850311,       1.225714521,       3.541473217,       1.633608578,       2.806811221
      -1.949827198,     -0.8119611387,       1.251149778,       3.519522877,       1.655333386,       2.809610829
      -1.931468065,     -0.7513545381,       1.225682802,       3.541445956,       1.633583461,       2.806806282
      -1.949863561,     -0.8120664156,       1.251126263,        3.51948649,        1.65531714,       2.809606787
      -1.931495426,     -0.7514240341,        1.22565109,       3.541418701,       1.633558351,       2.806801344
      -1.949899915,     -0.8121716809,       1.251102756,        3.51945011,       1.655300898,       2.809602747
      -1.931522781,     -0.7514935191,       1.225619385,       3.541391454,       1.633533246,       2.806796407
      -1.949936261,     -0.8122769344,       1.251079255,       3.519413739,       1.655284661,       2.809598708
      -1.931550128,     -0.7515629931,       1.225587689,       3.541364214,       1.633508147,       2.806791472
      -1.949972598,     -0.8123821763,        1.25105576,       3.519377376,       1.655268429,       2.809594669
      -1.931577468,     -0.7516324561,          1.225556,       3.541336981,       1.633483054,       2.806786539
      -1.950008927,     -0.8124874065,       1.251032273,       3.519341021,       1.655252201,       2.809590632
      -1.931604801,     -0.7517019082,       1.225524319,       3.541309754,       1.633457966,       2.806781607
      -1.950045248,      -0.812592625,       1.251008791,       3.519304675,       1.655235977,       2.809586597
      -1.931632127,     -0.7517713493,       1.225492645,       3.541282535,       1.633432885,       2.806776677
      -1.950081561,     -0.8126978318,       1.250985317,       3.519268337,       1.655219759,       2.809582562
      -1.931659446,     -0.7518407795,       1.225460979,       3.541255323,        1.63340781,       2.806771748
      -1.950117865,      -0.812803027,       1.250961849,       3.519232007,       1.655203544,       2.809578528
      -1.931686758,     -0.7519101988,       1.225429321,       3.541228118,       1.633382741,       2.806766821
      -1.950154161,     -0.8129082105,       1.250938388,       3.519195686,       1.655187334,       2.809574496
      -1.931714063,     -0.7519796072,        1.22539767,       3.541200919,       1.633357677,       2.806761895
      -1.950190449,     -0.8130133824,       1.250914933,       3.519159373,       1.655171129,       2.809570466
      -1.931741361,     -0.7520490046,       1.225366028,       3.541173728,        1.63333262,       2.806756972
      -1.950226728,     -0.8131185425,       1.250891485,       3.519123068,       1.655154928,       2.809566436
      -1.931768652,     -0.7521183912,       1.225334393,       3.541146544,       1.633307568,        2.80675205
         -1.950263,     -0.8132236911,       1.250868043,       3.519086771,       1.655138732,       2.809562408
      -1.931795936,     -0.7521877669,       1.225302765,       3.541119366,       1.633282522,       2.806747129
      -1.950299262,     -0.8133288279,       1.250844608,       3.519050483,        1.65512254,       2.809558381
      -1.931823213,     -0.7522571317,       1.225271145,       3.541092196,       1.633257482,       2.806742211
      -1.950335517,     -0.8134339532,        1.25082118,       3.519014203,       1.655106353,       2.809554355
      -1.931850483,     -0.7523264857,       1.225239533,       3.541065033,       1.633232449,       2.806737294
      -1.950371763,     -0.8135390668,       1.250797758,       3.518977931,        1.65509017,       2.809550331
      -1.931877747,     -0.7523958288,       1.225207929,       3.541037876,       1.633207421,       2.806732379
      -1.950408001,     -0.8136441687,       1.250774343,       3.518941668,       1.655073992,       2.809546309
      -1.931905003,     -0.7524651611,       1.225176332,       3.541010727,       1.633182399,       2.806727466
      -1.950444231,      -0.813749259,       1.250750935,       3.518905412,       1.655057818,       2.809542287
      -1.931932252,     -0.7525344826,       1.225144743,       3.540983585,       1.633157382,       2.806722555
      -1.950480453,     -0.8138543377,       1.250727533,       3.518869166,       1.655041649,       2.809538268
      -1.931959494,     -0.7526037933,       1.225113161,       3.540956449,       1.633132372,       2.806717646
      -1.950516666,     -0.8139594048,       1.250704137,       3.518832927,       1.655025484,        2.80953425
       -1.93198673,     -0.7526730933,       1.225081588,       3.540929321,       1.633107368,       2.806712738
      -1.950552871,     -0.8140644603,       1.250680748,       3.518796697,       1.655009324,       2.809530233
      -1.932013958,     -0.7527423824,       1.225050021,         3.5409022,        1.63308237,       2.806707833
      -1.950589068,     -0.8141695041,       1.250657366,       3.518760474,       1.654993168,       2.809526218
      -1.932041179,     -0.7528116608,       1.225018463,       3.540875085,       1.633057377,       2.806702929
      -1.950625256,     -0.8142745363,        1.25063399,       3.518724261,       1.654977016,       2.809522204
      -1.932068394,     -0.7528809284,       1.224986912,       3.540847978,       1.633032391,       2.806698028
      -1.950661436,      -0.814379557,       1.250610621,       3.518688055,        1.65496087,       2.809518192
      -1.932095601,     -0.7529501853,       1.224955369,       3.540820877,        1.63300741,       2.806693128
      -1.950697608,      -0.814484566,       1.250587259,       3.518651858,       1.654944727,       2.809514182
      -1.932122801,     -0.7530194314,       1.224923834,       3.540793784,       1.632982435,       2.806688231
      -1.950733772,     -0.8145895634,       1.250563903,       3.518615669,       1.654928589,       2.809510173
      -1.932149995,     -0.7530886669,       1.224892306,       3.540766697,       1.632957466,       2.806683335
      -1.950769927,     -0.8146945493,       1.250540553,       3.518579488,       1.654912456,       2.809506166
